name,id,url,average_cost_for_two,price_range,cuisines,address,locality,city,zipcode,latitude,longitude,rating_text,aggregate_rating,votes,has_online_delivery,has_table_booking,is_delivering_now,menu_url,photos_url,featured_image,events_url,deeplink,thumb,currency,res_id
Taco Bus,17093600,https://www.zomato.com/tampa-bay/taco-bus-tampa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"Mexican, Vegetarian","913 E Hillsborough Ave, Tampa, FL 33604",Seminole Heights,Tampa Bay,33604,27.9959640000,-82.4498970000,Excellent,4.5,1868,0,0,0,https://www.zomato.com/tampa-bay/taco-bus-tampa/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/taco-bus-tampa/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/0/17093600/6fde43e07d6b3e3c685c5e1437191a75_featured_v2.jpg,https://www.zomato.com/tampa-bay/taco-bus-tampa/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17093600,https://b.zmtcdn.com/data/pictures/0/17093600/6fde43e07d6b3e3c685c5e1437191a75_featured_v2.jpg,$,17093600
BellaBrava,17092257,https://www.zomato.com/tampa-bay/bellabrava-downtown-st-petersburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, Italian, Seafood","204 Beach Drive Northeast, St Petersburg, FL 33701",Downtown St Petersburg,Tampa Bay,33701,27.7737426000,-82.6329663000,Very Good,4.1,921,0,0,0,https://www.zomato.com/tampa-bay/bellabrava-downtown-st-petersburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/bellabrava-downtown-st-petersburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/7/17092257/becbe1fa461d7a968d1acec62ae8fe56_featured_v2.jpg,https://www.zomato.com/tampa-bay/bellabrava-downtown-st-petersburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17092257,https://b.zmtcdn.com/data/pictures/7/17092257/becbe1fa461d7a968d1acec62ae8fe56_featured_v2.jpg,$,17092257
Ella's Americana Folk Art Cafe,17100307,https://www.zomato.com/tampa-bay/ellas-americana-folk-art-cafe-seminole-heights?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"International, Italian, Southern","5119 N Nebraska Ave, Tampa, FL 33603",Seminole Heights,Tampa Bay,33603,27.9936450000,-82.4510410000,Excellent,4.8,1715,0,0,0,https://www.zomato.com/tampa-bay/ellas-americana-folk-art-cafe-seminole-heights/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/ellas-americana-folk-art-cafe-seminole-heights/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/7/17100307/71df2dd2d32ed304e5e450ee16e7d905_featured_v2.jpg,https://www.zomato.com/tampa-bay/ellas-americana-folk-art-cafe-seminole-heights/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17100307,https://b.zmtcdn.com/data/pictures/7/17100307/71df2dd2d32ed304e5e450ee16e7d905_featured_v2.jpg,$,17100307
Mazzaro's Italian Market,17095098,https://www.zomato.com/tampa-bay/mazzaros-italian-market-st-petersburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"Italian, Deli","2909 22nd Ave N, St Petersburg, FL 33713",Kenwood,Tampa Bay,33713,27.7920470000,-82.6736210000,Excellent,4.9,1424,0,0,0,https://www.zomato.com/tampa-bay/mazzaros-italian-market-st-petersburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/mazzaros-italian-market-st-petersburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/8/17095098/4995003ba91b6911df0e691598867569_featured_v2.jpg,https://www.zomato.com/tampa-bay/mazzaros-italian-market-st-petersburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17095098,https://b.zmtcdn.com/data/pictures/8/17095098/4995003ba91b6911df0e691598867569_featured_v2.jpg,$,17095098
Salt Rock Grill,17096198,https://www.zomato.com/tampa-bay/salt-rock-grill-indian-shores?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"American, Seafood, Steak","19325 Gulf Blvd, Indian Shores, FL 33785",Indian Rocks/Indian Shores,Tampa Bay,33785,27.8483570000,-82.8432530000,Very Good,4.2,1363,0,0,0,https://www.zomato.com/tampa-bay/salt-rock-grill-indian-shores/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/salt-rock-grill-indian-shores/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/8/17096198/03b24ba3788b0345a1d48d3f75663f53_featured_v2.jpg,https://www.zomato.com/tampa-bay/salt-rock-grill-indian-shores/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17096198,https://b.zmtcdn.com/data/pictures/8/17096198/03b24ba3788b0345a1d48d3f75663f53_featured_v2.jpg,$,17096198
The Refinery,17100547,https://www.zomato.com/tampa-bay/the-refinery-tampa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"Seafood, Steak","5137 N. Florida Ave., Tampa, FL 33603",Seminole Heights,Tampa Bay,33603,27.9938400000,-82.4593390000,Very Good,4.0,875,0,0,0,https://www.zomato.com/tampa-bay/the-refinery-tampa/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/the-refinery-tampa/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/7/17100547/00713ecd421bcef4aaec4cddbd05a471_featured_v2.jpg,https://www.zomato.com/tampa-bay/the-refinery-tampa/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17100547,https://b.zmtcdn.com/data/pictures/7/17100547/00713ecd421bcef4aaec4cddbd05a471_featured_v2.jpg,$,17100547
Red Mesa Restaurant,17095979,https://www.zomato.com/tampa-bay/red-mesa-restaurant-st-petersburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"Breakfast, Mexican","4912 4th St N, St Petersburg, FL 33703",Northeast St Petersburg,Tampa Bay,33703,27.8168480000,-82.6388430000,Excellent,4.5,1203,0,0,0,https://www.zomato.com/tampa-bay/red-mesa-restaurant-st-petersburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/red-mesa-restaurant-st-petersburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/9/17095979/33179ea1e20ccfa48db0d185d18e6ccc_featured_v2.jpg,https://www.zomato.com/tampa-bay/red-mesa-restaurant-st-petersburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17095979,https://b.zmtcdn.com/data/pictures/9/17095979/33179ea1e20ccfa48db0d185d18e6ccc_featured_v2.jpg,$,17095979
Mr. Dunderbak's Biergarten and Marketplatz,17095236,https://www.zomato.com/tampa-bay/mr-dunderbaks-biergarten-and-marketplatz-tampa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"European, German","14929 Bruce B Downs Blvd, Tampa, FL 33612",New Tampa,Tampa Bay,33612,28.0829090000,-82.4129400000,Excellent,4.9,1413,0,0,0,https://www.zomato.com/tampa-bay/mr-dunderbaks-biergarten-and-marketplatz-tampa/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/mr-dunderbaks-biergarten-and-marketplatz-tampa/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/6/17095236/18de1ddc14b3f1a74f81213e1ebb482a_featured_v2.png,https://www.zomato.com/tampa-bay/mr-dunderbaks-biergarten-and-marketplatz-tampa/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17095236,https://b.zmtcdn.com/data/pictures/6/17095236/18de1ddc14b3f1a74f81213e1ebb482a_featured_v2.png,$,17095236
Ceviche Tapas Bar & Restaurant,17092801,https://www.zomato.com/tampa-bay/ceviche-tapas-bar-restaurant-tampa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"Breakfast, Spanish, Tapas","2500 W Azeele St, Tampa, FL 33609",Hyde Park,Tampa Bay,33609,27.9410382000,-82.4852372000,Very Good,4.4,1007,0,0,0,https://www.zomato.com/tampa-bay/ceviche-tapas-bar-restaurant-tampa/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/ceviche-tapas-bar-restaurant-tampa/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/1/17092801/282c82be1d95ca832157b7e2a13928e8_featured_v2.jpg,https://www.zomato.com/tampa-bay/ceviche-tapas-bar-restaurant-tampa/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17092801,https://b.zmtcdn.com/data/pictures/1/17092801/282c82be1d95ca832157b7e2a13928e8_featured_v2.jpg,$,17092801
The Moon Under Water,17095222,https://www.zomato.com/tampa-bay/the-moon-under-water-st-petersburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"British, Bar Food, Sandwich","332 Beach Dr NE, St Petersburg, FL 33701",Downtown St Petersburg,Tampa Bay,33701,27.7754620000,-82.6321740000,Very Good,4.1,1020,0,0,0,https://www.zomato.com/tampa-bay/the-moon-under-water-st-petersburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/the-moon-under-water-st-petersburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/2/17095222/08291a30feeab7cfda1cbf8d91849914_featured_v2.jpg,https://www.zomato.com/tampa-bay/the-moon-under-water-st-petersburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17095222,https://b.zmtcdn.com/data/pictures/2/17095222/08291a30feeab7cfda1cbf8d91849914_featured_v2.jpg,$,17095222
Rumba Island Bar & Grill,17096140,https://www.zomato.com/tampa-bay/rumba-island-bar-grill-clearwater?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"BBQ, Caribbean, Seafood","1800 Gulf To Bay Blvd, Clearwater, FL 33765",Clearwater,Tampa Bay,33765,27.9607600000,-82.7626240000,Excellent,4.6,1321,0,0,0,https://www.zomato.com/tampa-bay/rumba-island-bar-grill-clearwater/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/rumba-island-bar-grill-clearwater/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/0/17096140/dd7a37f7e16c4cbf09b132fa008f8e90_featured_v2.jpg,https://www.zomato.com/tampa-bay/rumba-island-bar-grill-clearwater/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17096140,https://b.zmtcdn.com/data/pictures/0/17096140/dd7a37f7e16c4cbf09b132fa008f8e90_featured_v2.jpg,$,17096140
Conch Republic Grill,17093135,https://www.zomato.com/tampa-bay/conch-republic-grill-north-redington-beach?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"Sandwich, Seafood, Steak","16699 Gulf Blvd, North Redington Beach, FL 33708",Madeira Beach/Redington Beach,Tampa Bay,33708,27.8160860000,-82.8208560000,Excellent,4.5,844,0,0,0,https://www.zomato.com/tampa-bay/conch-republic-grill-north-redington-beach/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/conch-republic-grill-north-redington-beach/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/5/17093135/95fd5c90257823f2d4d840a451e9fbef_featured_v2.jpg,https://www.zomato.com/tampa-bay/conch-republic-grill-north-redington-beach/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17093135,https://b.zmtcdn.com/data/pictures/5/17093135/95fd5c90257823f2d4d840a451e9fbef_featured_v2.jpg,$,17093135
Daily Eats,17093273,https://www.zomato.com/tampa-bay/daily-eats-hyde-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, Burger","901 S Howard Avenue, Tampa, FL 33606",Hyde Park,Tampa Bay,33606,27.9350390000,-82.4831240000,Very Good,4.4,803,0,0,0,https://www.zomato.com/tampa-bay/daily-eats-hyde-park/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/daily-eats-hyde-park/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/3/17093273/2f9719f21a52b18cb3e877fd6a6077de_featured_v2.jpg,https://www.zomato.com/tampa-bay/daily-eats-hyde-park/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17093273,https://b.zmtcdn.com/data/pictures/3/17093273/2f9719f21a52b18cb3e877fd6a6077de_featured_v2.jpg,$,17093273
Ceviche Tapas Bar & Restaurant,17092799,https://www.zomato.com/tampa-bay/ceviche-tapas-bar-restaurant-st-petersburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"Spanish, Tapas","10 Beach Dr, St Petersburg, FL 33701",Downtown St Petersburg,Tampa Bay,33701,27.7711464000,-82.6333294000,Very Good,4.1,986,0,0,0,https://www.zomato.com/tampa-bay/ceviche-tapas-bar-restaurant-st-petersburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/ceviche-tapas-bar-restaurant-st-petersburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/9/17092799/f50194bcdb52d89b5996e7780f108ba8_featured_v2.jpg,https://www.zomato.com/tampa-bay/ceviche-tapas-bar-restaurant-st-petersburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17092799,https://b.zmtcdn.com/data/pictures/9/17092799/f50194bcdb52d89b5996e7780f108ba8_featured_v2.jpg,$,17092799
McGuire's Irish Pub & Brewery,17580142,https://www.zomato.com/pensacola-fl/mcguires-irish-pub-brewery-pensacola?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"Burger, Bar Food, Steak","600 E Gregory Street, Pensacola, FL 32502",Pensacola,Pensacola,32502,30.4179000000,-87.2027000000,Excellent,4.9,2238,0,0,0,https://www.zomato.com/pensacola-fl/mcguires-irish-pub-brewery-pensacola/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/pensacola-fl/mcguires-irish-pub-brewery-pensacola/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/2/17580142/0876e591d241d6a2a96fb882b05e3514_featured_v2.jpg,https://www.zomato.com/pensacola-fl/mcguires-irish-pub-brewery-pensacola/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17580142,https://b.zmtcdn.com/data/pictures/2/17580142/0876e591d241d6a2a96fb882b05e3514_featured_v2.jpg,$,17580142
Cactus Flower Cafe,17579928,https://www.zomato.com/pensacola-fl/cactus-flower-cafe-pensacola?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"Latin American, Mexican, Southwestern","3425 N 12th Ave, Pensacola, FL 32503",Pensacola,Pensacola,32503,30.4473322000,-87.2080932000,Very Good,4.2,1268,0,0,0,https://www.zomato.com/pensacola-fl/cactus-flower-cafe-pensacola/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/pensacola-fl/cactus-flower-cafe-pensacola/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/8/17579928/d10327061ea2408179d209affaf314a2_featured_v2.jpg,https://www.zomato.com/pensacola-fl/cactus-flower-cafe-pensacola/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17579928,https://b.zmtcdn.com/data/pictures/8/17579928/d10327061ea2408179d209affaf314a2_featured_v2.jpg,$,17579928
Peg Leg Pete's,17580422,https://www.zomato.com/pensacola-fl/peg-leg-petes-pensacola-beach?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"Burger, Sandwich, Seafood","1010 Fort Pickens Rd, Pensacola Beach, FL 32561",Pensacola Beach,Pensacola,32561,30.3278640000,-87.1643760000,Very Good,4.4,1408,0,0,0,https://www.zomato.com/pensacola-fl/peg-leg-petes-pensacola-beach/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/pensacola-fl/peg-leg-petes-pensacola-beach/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/2/17580422/7cccbe35da5fe5c30fc1bd6bb2cb086d_featured_v2.jpg,https://www.zomato.com/pensacola-fl/peg-leg-petes-pensacola-beach/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17580422,https://b.zmtcdn.com/data/pictures/2/17580422/7cccbe35da5fe5c30fc1bd6bb2cb086d_featured_v2.jpg,$,17580422
The Grand Marlin,17580539,https://www.zomato.com/pensacola-fl/the-grand-marlin-pensacola-beach?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"Caribbean, Seafood","400 Pensacola Beach Boulevard, Pensacola Beach, FL 32561",Pensacola Beach,Pensacola,32561,30.3426200000,-87.1491780000,Very Good,4.3,905,0,0,0,https://www.zomato.com/pensacola-fl/the-grand-marlin-pensacola-beach/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/pensacola-fl/the-grand-marlin-pensacola-beach/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/9/17580539/6dca411207eaa72a2bbe12adb9be7def_featured_v2.jpg,https://www.zomato.com/pensacola-fl/the-grand-marlin-pensacola-beach/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17580539,https://b.zmtcdn.com/data/pictures/9/17580539/6dca411207eaa72a2bbe12adb9be7def_featured_v2.jpg,$,17580539
The Fish House,17580020,https://www.zomato.com/pensacola-fl/the-fish-house-pensacola?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"American, Seafood, Sushi","600 S Barracks St, Pensacola, FL 32502",Pensacola,Pensacola,32502,30.4073580000,-87.2110820000,Very Good,4.0,1270,0,0,0,https://www.zomato.com/pensacola-fl/the-fish-house-pensacola/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/pensacola-fl/the-fish-house-pensacola/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/0/17580020/154ce690c64860b3b19eef10a5fde2d4_featured_v2.jpg,https://www.zomato.com/pensacola-fl/the-fish-house-pensacola/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17580020,https://b.zmtcdn.com/data/pictures/0/17580020/154ce690c64860b3b19eef10a5fde2d4_featured_v2.jpg,$,17580020
Cactus Flower Cafe Navarre,17580453,https://www.zomato.com/pensacola-fl/cactus-flower-cafe-navarre-navarre?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"Mexican, Southwestern, Tex-Mex","8725 Ortega Park Dr, Navarre, FL 32566",Navarre,Pensacola,32566,30.4025979000,-86.8573393000,Very Good,4.2,635,0,0,0,https://www.zomato.com/pensacola-fl/cactus-flower-cafe-navarre-navarre/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/pensacola-fl/cactus-flower-cafe-navarre-navarre/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/3/17580453/3a3af5323e5f4bbbe748c3419e2d2df2_featured_v2.jpg,https://www.zomato.com/pensacola-fl/cactus-flower-cafe-navarre-navarre/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17580453,https://b.zmtcdn.com/data/pictures/3/17580453/3a3af5323e5f4bbbe748c3419e2d2df2_featured_v2.jpg,$,17580453
